ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Stance on Sara
25-34,4/3/2023 7:03:06,https://twitter.com/bbibbi24c/status/1525027445639811072,25,"Loristo, Ivan",GOVT,Sara Duterte K12,sara k-14,@bbibbi24c,BBIBBI ?,IM YOUR PINK KRYPTONOTE || SHE/HER || #YVES : you did your best || IRREGULAR ||???? IT'S GETTING HOT IN HERE || ?? || I have a dog name chicken,Anonymous,08/21,571,106,sa puso mo,"FUTURE OF EDUCATION 
 ( by sara duterte )
 
 6 years in Elementary 
 4 years in High school
 4 years in K-14
 2 years in ROTC
 4 years in College
 
 — 20 F@CKING YEARS",N/A,Text,13/05/2022 16:17,N/A,Emotional,1,0,0,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",N/A,Ambiguous
25-35,4/3/2023 7:03:07,https://twitter.com/RadiatingQ/status/1541367620540440576,25,"Loristo, Ivan",GOVT,Sara Duterte K12,sara k-14,@RadiatingQ,Radiant,Le lalalalalala lelalalalalalalalalalala,Anonymous,11/21,142,20,Republic of the Philippines,I don't usually talk about politics but i can't stand the fact President-elect Fernidand Bong Bong Marocs being the 17th president of the Republic of the Philippines and Vice President-elect Sara duterte to demand k-14 Deped for possibly ROTC/Mandatory military service. So ??,N/A,Text,27/06/2022 18:27,N/A,Emotional,1,1,0,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",N/A,Anti-Sara
25-36,4/3/2023 7:03:12,https://twitter.com/bngtn_svn7/status/1524666518076014592,25,"Loristo, Ivan",GOVT,Sara Duterte K12,sara k-14,@bngtn_svn7,markkuuu?,hey!! thank you for spreading sunshine. thank you for trying everyday to feel okay. thank you for never giving up on yourself. I love you. ~ he/they ~,Anonymous,10/21,1111,1219,N/A,"@nsrkio_ it's good too, not until sara duterte talk about k-14 ??",N/A,"Text, Reply",12/05/2022 16:23,N/A,Emotional,1,0,0,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",No location,Ambiguous
25-37,4/3/2023 7:03:15,https://twitter.com/jiaevalaine/status/1524778546811764737,25,"Loristo, Ivan",GOVT,Sara Duterte K12,sara k-14,@jiaevalaine,jia?????? ??,"meh
 ? pronouns: she/her & they/them 
 ? gender: pansexual
 ? interests: anime, kpop, genshin impact
 ? hobbies: drawing, watching stuffs, tiktok/twitter
 
 -jia?",Anonymous,04/22,181,25,"snezhnaya, teyvat","K-14 Sara Duterte tigilan nyo kami, hinding hindi ako papasok dyan tangina",N/A,Text,12/05/2022 23:48,N/A,Emotional,0,0,0,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",N/A,Ambiguous
25-38,4/3/2023 7:03:16,https://twitter.com/nihclora/status/1524958468620181504,25,"Loristo, Ivan",GOVT,Sara Duterte K12,sara k-14,@nihclora,Chin,books,Anonymous,10/21,10,1,N/A,Ang sarap barahin nung mga Panay reklamo about k-14 pero bumoto Kay Sara Duterte ??,N/A,Text,13/05/2022 11:43,N/A,Emotional,0,0,0,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",No location,Anti-Sara
25-39,4/3/2023 7:03:18,https://twitter.com/niksqrts/status/1524677199130898432,25,"Loristo, Ivan",GOVT,Sara Duterte K12,sara k-14,@niksqrts,? yv is temp ia ??,"just me, ni-ki, and his love for bungeoppang against the world.",Anonymous,09/21,1617,1608,"filo, she/they",@woniemylv_ possibly k-14 na ang education system tas sara duterte intends to be chief of the department of education hahhahahaha,N/A,"Text, Reply",12/05/2022 17:05,N/A,Rational,1,0,0,1,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",N/A,Ambiguous
25-40,3/28/2023 17:21:47,https://twitter.com/TuTuTulip1/status/1524719531536809984,25,"Cunanan, Ridge",GOVT,Sara Duterte K12,sara k-14,@TuTuTulip1,excelsi0r,uwu,Anonymous,11/17,239,35,Moon,What's the point of K-14 if Sara Duterte is saying that some jobs doesn't need a college degree?,N/A,Text,12/05/2022 19:53,N/A,Emotional,0,0,0,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",N/A,Ambiguous
25-41,3/28/2023 17:21:46,https://twitter.com/kmsb420/status/1524686148873777152,25,"Cunanan, Ridge",GOVT,Sara Duterte K12,sara k-14,@kmsb420,xine,N/A,Anonymous,04/18,115,72,N/A,PUTANGINAMO SARA DUTERTE K-14 TAPOS MANDATORY TRAINING TARANTADO KA BA I’M LEGIT AKSING. WHAT MAKES YOU FUCKING THINK NA THIS WILL SOMEHOW SOLVE ALL THE FUCKING PROBLEMS NG BANSA NATIN. DO YOU THINK WE HAVE SUFFICIENT RESOURCES TO EVEN ACHIEVE THAT??,N/A,Text,12/05/2022 17:41,N/A,Emotional,4,3,0,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake","No location, No bio",Anti-Sara
25-42,3/26/2023 17:22:48,https://twitter.com/letleniloud/status/1524726176723349504,25,"Cunanan, Ridge",GOVT,Sara Duterte K12,sara k-14,@letleniloud,Leni Loud,One of Lincoln's ten sisters | Lori's former roommate,Anonymous,06/15,143,53,Royal Woods ??,"Sa mga nagrereklamo s K-14 dyan na Uniteam, respect na lang Sara Duterte’s opinion ??",N/A,Text,12/05/2022 20:20,N/A,Emotional,0,0,0,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",N/A,Anti-Sara
25-43,3/26/2023 17:22:49,https://twitter.com/BalboaHannah/status/1524675919625228289,25,"Cunanan, Ridge",GOVT,Sara Duterte K12,sara k-14,@BalboaHannah,Hannah Mica,N/A,Identified,05/20,39,114,N/A,"Seriously??I'm in Grade 11 now tapos pagkabukas na pagkabukas ko ng Facebook,Tiktok and Twitter ganto bubungad saken??seryoso kayo K-14?DepEd?Kabataan Party List?Sara Duterte?",N/A,Text,12/05/2022 17:00,N/A,Emotional,0,0,0,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake","No location, No bio",Anti-Sara
25-44,3/26/2023 17:22:51,https://twitter.com/koolesthetic/status/1533067699982479360,25,"Cunanan, Ridge",GOVT,Sara Duterte K12,sara k-14,@koolesthetic,eneri ? ia ??,"??? #????? ? ?? ? "" SO SHOW ME , I'LL SHOW YOU """,Anonymous,07/21,1210,1309,"? u / her ? filo     multi  ? virgo ?
 loud & messy   ? sb to unf 
    
 bad @ dms     ? pqrts & replies!
           bangtan misser ?????","Papayag ako gawin ni VP Sara Duterte na gawin k-14 ang pag aaral namin basta sila dapat magiging teacher hindi ako aangal

https://twitter.com/joonstudio/status/1533061647656357891",N/A,"Text, URL",04/06/2022 20:46,N/A,Emotional,0,0,0,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",N/A,Ambiguous
25-45,3/26/2023 17:22:52,https://twitter.com/HOBITASTIK/status/1524667982861180929,25,"Cunanan, Ridge",GOVT,Sara Duterte K12,sara k-14,@HOBITASTIK,scissor,kill bill ??,Anonymous,10/21,282,257,he ?        ( + 63 )     ,"ang meaning na ba ng k-14 ngayon is ""kamatayan 14"" BWHAGSHAHAHAHAHAHAHAHHAHA SARA DUTERTE DAKILANG BUANG NG TAON AWARD",N/A,Text,12/05/2022 16:29,N/A,Emotional,0,0,0,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",N/A,Anti-Sara
25-46,3/26/2023 17:22:54,https://twitter.com/kathvllnv_/status/1524672939920027649,25,"Cunanan, Ridge",GOVT,Sara Duterte K12,sara k-14,@kathvllnv_,kei,full-time delulu,Anonymous,10/20,141,107,??,"k14? two more fucking years? 'yung totoo, kailan n'yo kami gustong grumaduate? shut the fuck up sara duterte u are in no place to rule shit ??",N/A,Text,12/05/2022 16:48,N/A,Emotional,6,2,0,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",N/A,Anti-Sara
25-47,3/26/2023 17:22:55,https://twitter.com/ggonefan/status/1524724672830476291,25,"Cunanan, Ridge",GOVT,Sara Duterte K12,sara k-14,@ggonefan,Cindz,lol ??,Anonymous,07/20,101,74,Republic of the Philippines,@riaria01010 @Mechille_sweet @LemonzestZy @inquirerdotnet I am okay with Sara Duterte’s k14 etong mga bugok na to na bbm sila pa tong rereklamo idol kasi nila yung di naka Tapos na si bong bong peke diploma!!,N/A,"Text, Reply",12/05/2022 20:14,N/A,Emotional,0,2,0,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",N/A,Anti-Sara
25-48,3/26/2023 16:09:41,https://twitter.com/YANGKOYTI/status/1524970773592829952,25,"Cunanan, Ridge",GOVT,Sara Duterte K12,sara k-14,@YANGKOYTI,NOTORETOKADALANG,MATAAS ANG STANDARD NAMIN LIZA SOBERANO ONLY,Anonymous,11/19,96,354,N/A,TAMA YAN SARA DUTERTE PAHIRAPAN NYO ANG 31MILYONES NG SMARTMATIC NA BOMOTO SA INYO GAWIN MONG K14 ANG EDUCATIONAL SYSTEM NATIN .??,N/A,Text,13/05/2022 12:32,N/A,Emotional,1,0,1,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",No location,Ambiguous
25-49,3/26/2023 16:09:39,https://twitter.com/aintelx_/status/1524720632885178369,25,"Cunanan, Ridge",GOVT,Sara Duterte K12,sara k-14,@aintelx_,11,still waiting for the right time & right places.,Anonymous,04/21,11,8,N/A,"pwede ba magbike sa mall? ?? tinatamad na din ako jaem, pwede bang instant patay na agad. ayoko na ng k14. putangina, k12 di niyo nga maayos ayos. mga bobo. sara duterte, bobo!",N/A,Text,12/05/2022 19:58,N/A,Emotional,0,0,0,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",No location,Anti-Sara
25-50,3/26/2023 16:09:38,https://twitter.com/lhseunfave/status/1524670430292099077,25,"Cunanan, Ridge",GOVT,Sara Duterte K12,sara k-14,@lhseunfave,ashe.,the most loyal jalnandan.,Anonymous,08/21,4110,2362,she/her | filo,mga binoto si bbm-sara tapos mag rereklamo sa k-14 ????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,N/A,Text,12/05/2022 16:38,N/A,Emotional,56636,135,12482,2847,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",N/A,Ambiguous
25-51,3/26/2023 16:09:37,https://twitter.com/isnaberong_beki/status/1525337363563819008,25,"Cunanan, Ridge",GOVT,Sara Duterte K12,sara k-14,@isnaberong_beki,rye ??????,Oftenly mistaken as snob...,Anonymous,08/12,837,594,Manila,"NEWS SUMMARY TODAY ALL FOR UNITY
 ??Philhealth contribution hike
 ??DTI approves in price hike for basic goods
 ??DEPED curriculum to consider - K12 - K14 - ??????
 ??BIR to increase tax to All Filipino tax payers to help the government pay debts of Duterte’s administration ????",N/A,Text,14/05/2022 12:49,N/A,Rational,123,4,40,20,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",N/A,Anti-Sara
25-52,3/26/2023 16:09:36,https://twitter.com/Mangueraaaaaaaa/status/1524968433665728513,25,"Cunanan, Ridge",GOVT,Sara Duterte K12,sara k-14,@Mangueraaaaaaaa,Milo,N/A,Anonymous,11/17,191,245,N/A,Pag yung k12 na ano ni pnoy hindi okay pero yung k14 ni sarah duterte oks lang ??,N/A,Text,13/05/2022 12:23,N/A,Emotional,2,1,0,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake","No bio, No location",Ambiguous
25-53,3/26/2023 16:09:34,https://twitter.com/markiechuuu/status/1524705460154429441,25,"Cunanan, Ridge",GOVT,Sara Duterte K12,sara k-14,@markiechuuu,??$TTC Rachelle.pip??,my acc. @OhSehunniiieee got sus,Anonymous,06/21,1922,78,N/A,Ms. Sara Duterte why can't you apply that K14 thingy to those students included in 31 million who voted you and BBM? We don't want that kind of shit,N/A,Text,12/05/2022 18:58,N/A,Emotional,0,0,0,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",No location,Ambiguous
25-54,3/26/2023 16:09:33,https://twitter.com/HTTPYJW/status/1524661820828844032,25,"Cunanan, Ridge",GOVT,Sara Duterte K12,sara k-14,@HTTPYJW,aciel `` ?? VOTE FOR RICKY,"??? stan account for #BTS, #TXT, #ENHYPEN, #JUSTB, #THEBOYZ, #VICTON, #SVT, #TWICE, #LOONA, #SUNMI • she ; her ??",Anonymous,07/20,1732,1732,shen xiaoting thinker ? poya ,"who tf invent k-14? we students even barely surviving k-12? then y'all add 2 more years just for mandatory military service? hello Philippines gov. wake up not all filipino have a privilege. this country sucks bye. kingina nyo https://t.co/DGpZECkh8Z

{Alt-text video: Video on a clip from GMA news}",N/A,"Text, Image",12/05/2022 16:04,N/A,Emotional,5384,34,1214,164,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",N/A,Ambiguous
25-55,3/26/2023 16:09:32,https://twitter.com/yoneyunalai/status/1524685209135853570,25,"Cunanan, Ridge",GOVT,Sara Duterte K12,sara k-14,@yoneyunalai,himan,nonesense,Anonymous,09/21,104,2,N/A,"@HTTPYJW k-14 is too much na para sa mga magaaral, ung mga gr12 hirap na tas may 2yrs pa tsktsk",N/A,"Text, Reply",12/05/2022 17:37,N/A,Emotional,2,0,0,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",No location,Ambiguous
25-56,3/26/2023 16:09:30,https://twitter.com/blackpinkbgstgg/status/1524679094075420672,25,"Cunanan, Ridge",GOVT,Sara Duterte K12,sara k-14,@blackpinkbgstgg,:P,#BLACKPINK,Anonymous,02/21,601,31,N/A,"@HTTPYJW Guys ayaw nyo yun? Yung stress magiging depression na??????????
 
 Level up K-14 tangina????",N/A,"Text, Reply",12/05/2022 17:13,N/A,Emotional,11,0,0,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",No location,Anti-Sara
25-57,3/26/2023 14:54:53,https://twitter.com/DoDoZhanDiDi/status/1524691258736021504,25,"Cunanan, Ridge",GOVT,Sara Duterte K12,sara k-14,@DoDoZhanDiDi,D????? H????? #TheGlory,??????? ?????? | ???? ?????????? ????????,Anonymous,02/20,1015,1037,"Nova Scotia, Canada ????",@HTTPYJW Haha yung magiging Pangulo nga natin nameke lang ng diploma tas ang lakas pa ng loob nila na gawing K-14 eh di naman naka-graduate yang BBM niyo kahit na laki pa siya sa nakaw na yaman eh wala pa ring nangyari kaya nag-politician na lang at ginamit ang apelyido! ??,N/A,"Text, Reply",12/05/2022 18:01,N/A,Emotional,4,0,0,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",N/A,Ambiguous
25-58,3/26/2023 14:54:55,https://twitter.com/th_cart/status/1524674215030706176,25,"Cunanan, Ridge",GOVT,Sara Duterte K12,sara k-14,@th_cart,ysa ?,???? ????,Anonymous,11/21,444,285,she/her,2 years of mandatory military service and 2 more years ang idadagdag sa school? Is this some sort of joke?,N/A,Text,12/05/2022 16:53,N/A,Emotional,6,4,0,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",N/A,Anti-Sara
25-59,3/26/2023 14:54:56,https://twitter.com/gyustill/status/1524662694715879425,25,"Cunanan, Ridge",GOVT,Sara Duterte K12,sara k-14,@gyustill,N/A,beomgyu's #1 bamtori,Anonymous,03/20,952,1211,rye — filo ! she her. ,K-12 will be K-14 because of 2 years mandatory military service seriously ...,N/A,Text,12/05/2022 16:08,N/A,Emotional,0,0,0,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",No account name,Ambiguous
25-60,3/26/2023 14:54:58,https://twitter.com/0624____KSN/status/1524670563549335553,25,"Cunanan, Ridge",GOVT,Sara Duterte K12,sara k-14,@0624____KSN,??,???? ?? ??!,Anonymous,09/21,4718,3721,she her ,"wtt lft ph
 
 have: K-14 robin padilla in senate, a president elect who is a son of a dictator, 2 years mandatory military service from vice president elect 
 
 want: leni kiko, chel diokno aka tropang angat, and a bright future",N/A,Text,12/05/2022 16:39,N/A,Emotional,11,0,1,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",N/A,Anti-Sara
25-61,3/26/2023 14:54:59,https://twitter.com/ytjny20z/status/1524712012399349760,25,"Cunanan, Ridge",GOVT,Sara Duterte K12,sara k-14,@ytjny20z,star,future nurse or doctor sana kaso haha punyeta future pasyente na lang,Anonymous,11/21,1236,1700,"virgo.
she/her.
works on ?","again, the additional 2 years po is the mandatory military service. from k-12, magiging k-14 siya dahil sa 2 years mandatory military service :)",N/A,"Text, Reply",12/05/2022 19:24,N/A,Rational,9,1,0,1,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",N/A,Ambiguous
25-62,3/26/2023 14:55:01,https://twitter.com/jxekookc/status/1524657544609771520,25,"Cunanan, Ridge",GOVT,Sara Duterte K12,sara k-14,@jxekookc,yz ?,???? HER/SHE chocolate melts,Anonymous,04/20,3666,3974,210613 JK??cbyf,what the fuck is k-14? helloo we students even barely surviving k-12? then y'all add 2 more years just for mandatory military service? hello Philippines gov. wake up not all filipino have a privilege,N/A,Text,12/05/2022 15:47,N/A,Emotional,114,1,23,4,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",N/A,Ambiguous
25-63,3/26/2023 14:55:02,https://twitter.com/elizwiu/status/1524677361572409347,25,"Cunanan, Ridge",GOVT,Sara Duterte K12,sara k-14,@elizwiu,elize,taylor.? swift.?,Anonymous,02/20,1133,1847,russell,"they’ll add 2 more years for the mandatory military service. k-12 to k-14, wow?",N/A,Text,12/05/2022 17:06,N/A,Emotional,9,1,0,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",N/A,Anti-Sara
25-64,3/26/2023 14:55:03,https://twitter.com/plumysunoo/status/1524656678620196864,25,"Cunanan, Ridge",GOVT,Sara Duterte K12,sara k-14,@plumysunoo,?ria.,N/A,Anonymous,07/21,562,1339,N/A,k-14 ?!?!?!?! nah i'd rather kms /hj BUT WHAT THE ACTUAL FUCK WDYM K-14 WHEN STUDENTS EVEN BARELY SURVIVE K-12 ???? 2 YEARS OF MANDATORY MILITARY SERVICE ?!?!?;?;?;??;?!?!,N/A,Text,12/05/2022 15:44,N/A,Emotional,2,1,0,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake","No location, No bio",Ambiguous
25-65,3/26/2023 14:55:05,https://twitter.com/miniikwonnie/status/1524746266017615872,25,"Cunanan, Ridge",GOVT,Sara Duterte K12,sara k-14,@miniikwonnie,kyla | ia????,"— filo ????
 — she/her
 – kdrama/kpop stan; simply a messy stan??
 patiently waiting for daniel to debut ????",Anonymous,09/19,856,360,"Western Visayas, Republic of t","""yung magiging K-14 ang K-12 dahil sa added na 2 years na Mandatory Military Service"" https://t.co/55qgrMNFNv

{Alt-text video: Video of a man doing satire}",N/A,"Text, Video",12/05/2022 21:40,N/A,Emotional,2,1,0,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",N/A,Ambiguous
25-66,3/26/2023 14:55:06,https://twitter.com/krlt08_/status/1524660981942882305,25,"Cunanan, Ridge",GOVT,Sara Duterte K12,sara k-14,@krlt08_,???,“??????????”,Anonymous,12/20,67,31,N/A,BAKA additional 2 years for mandatory military service... from k-12 to k-14 ?????,N/A,Text,12/05/2022 16:01,N/A,Emotional,0,0,0,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",No location,Anti-Sara
